industry_name,skill_name,job_count
Broadcast Media Production and Distribution,Project Management,10
Broadcast Media Production and Distribution,Public Relations,54
Broadcast Media Production and Distribution,Purchasing,1
Broadcast Media Production and Distribution,Quality Assurance,1
Broadcast Media Production and Distribution,Research,5
Broadcast Media Production and Distribution,Sales,52
Broadcast Media Production and Distribution,Strategy/Planning,5
Broadcast Media Production and Distribution,Supply Chain,1
Broadcast Media Production and Distribution,Training,7
Broadcast Media Production and Distribution,Writing/Editing,61
Building Construction,Accounting/Auditing,9
Building Construction,Administrative,12
Building Construction,Advertising,1
Building Construction,Analyst,6
Building Construction,Business Development,30
Building Construction,Consulting,12
Building Construction,Customer Service,7
Building Construction,Design,11
Building Construction,Engineering,55
Building Construction,Finance,4
Building Construction,General Business,11
Building Construction,Human Resources,3
Building Construction,Information Technology,10
Building Construction,Management,40
Building Construction,Manufacturing,6
Building Construction,Marketing,3
Building Construction,Other,13
Building Construction,Product Management,1
Building Construction,Production,2
Building Construction,Project Management,85
Building Construction,Purchasing,5
Building Construction,Quality Assurance,10
Building Construction,Research,4
Building Construction,Sales,23
Building Construction,Strategy/Planning,16
Building Construction,Supply Chain,1
Building Construction,Training,1
Building Construction,Writing/Editing,2
Building Equipment Contractors,Product Management,1
Building Materials,Analyst,1
Building Materials,Business Development,7
Building Materials,Engineering,1
Building Materials,Human Resources,1
Building Materials,Information Technology,3
Building Materials,Management,11
Building Materials,Manufacturing,12
Building Materials,Marketing,3
Building Materials,Other,3
Building Materials,Product Management,1
Building Materials,Public Relations,1
Building Materials,Purchasing,1
Building Materials,Quality Assurance,1
Building Materials,Research,1
Building Materials,Sales,10
Building Materials,Supply Chain,2
Building Materials,Writing/Editing,1
Business Consulting and Services,Accounting/Auditing,214
Business Consulting and Services,Administrative,74
Business Consulting and Services,Advertising,10
Business Consulting and Services,Analyst,81
Business Consulting and Services,Art/Creative,25
Business Consulting and Services,Business Development,287
Business Consulting and Services,Consulting,342
Business Consulting and Services,Customer Service,68
Business Consulting and Services,Design,30
Business Consulting and Services,Education,15
Business Consulting and Services,Engineering,220
Business Consulting and Services,Finance,256
Business Consulting and Services,General Business,55
Business Consulting and Services,Health Care Provider,36
Business Consulting and Services,Human Resources,66
Business Consulting and Services,Information Technology,470
Business Consulting and Services,Legal,34
Business Consulting and Services,Management,218
Business Consulting and Services,Manufacturing,105
Business Consulting and Services,Marketing,92
Business Consulting and Services,Other,99
Business Consulting and Services,Product Management,18
Business Consulting and Services,Production,5
Business Consulting and Services,Project Management,110
Business Consulting and Services,Public Relations,14
Business Consulting and Services,Purchasing,7
Business Consulting and Services,Quality Assurance,23
Business Consulting and Services,Research,39
Business Consulting and Services,Sales,380
Business Consulting and Services,Science,7
Business Consulting and Services,Strategy/Planning,101
Business Consulting and Services,Supply Chain,10
Business Consulting and Services,Training,13
Business Consulting and Services,Writing/Editing,37
Business Content,Accounting/Auditing,13
Business Content,Administrative,16
Business Content,Analyst,1
Business Content,Art/Creative,7
Business Content,Business Development,20
Business Content,Design,7
Business Content,Education,8
Business Content,Engineering,11
Business Content,Finance,21
Business Content,Health Care Provider,21
Business Content,Human Resources,4
Business Content,Information Technology,37
Business Content,Legal,5
Business Content,Management,96
Business Content,Manufacturing,90
Business Content,Marketing,8
Business Content,Other,31
Business Content,Project Management,5
Business Content,Public Relations,1
Business Content,Purchasing,2
Business Content,Quality Assurance,3
Business Content,Research,1
Business Content,Sales,45
Business Content,Supply Chain,2
Business Content,Training,8
Business Content,Writing/Editing,1
Business Intelligence Platforms,Art/Creative,1
Business Intelligence Platforms,Business Development,2
Business Intelligence Platforms,Customer Service,1
Business Intelligence Platforms,Design,1
Business Intelligence Platforms,Education,1
Business Intelligence Platforms,Information Technology,1
Business Intelligence Platforms,Management,1
Business Intelligence Platforms,Sales,3
Business Intelligence Platforms,Training,1
Capital Markets,Accounting/Auditing,18
Capital Markets,Administrative,10
Capital Markets,Advertising,2
Capital Markets,Analyst,24
Capital Markets,Art/Creative,4
Capital Markets,Business Development,13
Capital Markets,Consulting,19
Capital Markets,Customer Service,6
Capital Markets,Design,4
Capital Markets,Engineering,49
Capital Markets,Finance,87
Capital Markets,General Business,3
Capital Markets,Health Care Provider,1
Capital Markets,Human Resources,2
Capital Markets,Information Technology,64
Capital Markets,Legal,2
Capital Markets,Management,16
Capital Markets,Manufacturing,4
Capital Markets,Marketing,3
Capital Markets,Other,6
Capital Markets,Project Management,6
Capital Markets,Public Relations,1
Capital Markets,Research,13
Capital Markets,Sales,18
Capital Markets,Science,3
Capital Markets,Strategy/Planning,1
Capital Markets,Writing/Editing,1
Caterers,Administrative,2
Caterers,Business Development,1
Caterers,Quality Assurance,1
Caterers,Sales,2
Caterers,Training,1
Chemical Manufacturing,Accounting/Auditing,27
Chemical Manufacturing,Administrative,15
Chemical Manufacturing,Analyst,43
Chemical Manufacturing,Art/Creative,1
Chemical Manufacturing,Business Development,91
Chemical Manufacturing,Consulting,12
Chemical Manufacturing,Customer Service,56
Chemical Manufacturing,Design,5
Chemical Manufacturing,Distribution,16
Chemical Manufacturing,Education,3
Chemical Manufacturing,Engineering,178
Chemical Manufacturing,Finance,33
Chemical Manufacturing,General Business,4
Chemical Manufacturing,Health Care Provider,1
Chemical Manufacturing,Human Resources,21
Chemical Manufacturing,Information Technology,156
Chemical Manufacturing,Legal,15
Chemical Manufacturing,Management,215
Chemical Manufacturing,Manufacturing,331
Chemical Manufacturing,Marketing,52
Chemical Manufacturing,Other,52
Chemical Manufacturing,Product Management,14
Chemical Manufacturing,Production,66
Chemical Manufacturing,Project Management,29
Chemical Manufacturing,Public Relations,13
Chemical Manufacturing,Purchasing,13
Chemical Manufacturing,Quality Assurance,32
Chemical Manufacturing,Research,56
Chemical Manufacturing,Sales,231
Chemical Manufacturing,Science,41
Chemical Manufacturing,Strategy/Planning,20
Chemical Manufacturing,Supply Chain,52
Chemical Manufacturing,Training,5
Chemical Manufacturing,Writing/Editing,12
Chemical Raw Materials Manufacturing,Administrative,1
Chemical Raw Materials Manufacturing,Analyst,1
Chemical Raw Materials Manufacturing,Business Development,4
Chemical Raw Materials Manufacturing,Engineering,10
Chemical Raw Materials Manufacturing,General Business,1
Chemical Raw Materials Manufacturing,Human Resources,1
Chemical Raw Materials Manufacturing,Information Technology,2
Chemical Raw Materials Manufacturing,Management,3
Chemical Raw Materials Manufacturing,Manufacturing,10
Chemical Raw Materials Manufacturing,Marketing,1
Chemical Raw Materials Manufacturing,Other,2
Chemical Raw Materials Manufacturing,Production,7
Chemical Raw Materials Manufacturing,Project Management,2
Chemical Raw Materials Manufacturing,Purchasing,2
Chemical Raw Materials Manufacturing,Quality Assurance,1
Chemical Raw Materials Manufacturing,Research,4
Chemical Raw Materials Manufacturing,Sales,3
Chemical Raw Materials Manufacturing,Science,4
Chemical Raw Materials Manufacturing,Strategy/Planning,3
Chemical Raw Materials Manufacturing,Supply Chain,2
Civic and Social Organizations,Accounting/Auditing,9
Civic and Social Organizations,Administrative,28
Civic and Social Organizations,Advertising,1
Civic and Social Organizations,Analyst,11
Civic and Social Organizations,Art/Creative,12
Civic and Social Organizations,Business Development,29
Civic and Social Organizations,Customer Service,4
Civic and Social Organizations,Design,11
Civic and Social Organizations,Education,19
Civic and Social Organizations,Engineering,9
Civic and Social Organizations,Finance,15
Civic and Social Organizations,General Business,2
Civic and Social Organizations,Health Care Provider,18
Civic and Social Organizations,Human Resources,15
Civic and Social Organizations,Information Technology,43
Civic and Social Organizations,Legal,8
Civic and Social Organizations,Management,61
Civic and Social Organizations,Manufacturing,45
Civic and Social Organizations,Marketing,27
Civic and Social Organizations,Other,314
Civic and Social Organizations,Product Management,1
Civic and Social Organizations,Production,1
Civic and Social Organizations,Project Management,12
Civic and Social Organizations,Public Relations,22
Civic and Social Organizations,Quality Assurance,4
Civic and Social Organizations,Research,10
Civic and Social Organizations,Sales,36
Civic and Social Organizations,Strategy/Planning,16
Civic and Social Organizations,Training,19
Civic and Social Organizations,Writing/Editing,19
Civil Engineering,Accounting/Auditing,36
Civil Engineering,Administrative,45
Civil Engineering,Analyst,32
Civil Engineering,Art/Creative,33
Civil Engineering,Business Development,39
Civil Engineering,Consulting,119
Civil Engineering,Customer Service,9
Civil Engineering,Design,126
Civil Engineering,Distribution,1
Civil Engineering,Education,4
Civil Engineering,Engineering,661
Civil Engineering,Finance,37
Civil Engineering,General Business,21
Civil Engineering,Health Care Provider,3
Civil Engineering,Human Resources,10
Civil Engineering,Information Technology,440
Civil Engineering,Legal,5
Civil Engineering,Management,302
Civil Engineering,Manufacturing,170
Civil Engineering,Marketing,19
Civil Engineering,Other,102
Civil Engineering,Product Management,1
Civil Engineering,Production,3
Civil Engineering,Project Management,198
Civil Engineering,Public Relations,10
Civil Engineering,Purchasing,4
Civil Engineering,Quality Assurance,15
Civil Engineering,Research,28
Civil Engineering,Sales,61
Civil Engineering,Science,57
Civil Engineering,Strategy/Planning,12
Civil Engineering,Supply Chain,4
Civil Engineering,Training,8
